"Kiruna","Kiruna","67.8489","20.3028","Sweden","SE","SWE","Norrbotten","minor","26703","1752001526"
"Boo","Boo","59.3167","18.2500","Sweden","SE","SWE","Stockholm","","24052","1752145853"
"Kungsbacka","Kungsbacka","57.4833","12.0667","Sweden","SE","SWE","Halland","minor","23000","1752375831"
"Kungälv","Kungalv","57.8667","11.9667","Sweden","SE","SWE","Västra Götaland","minor","22768","1752531521"
"Katrineholm","Katrineholm","59.0000","16.2000","Sweden","SE","SWE","Södermanland","minor","24271","1752643787"
"Vänersborg","Vanersborg","58.3806","12.3250","Sweden","SE","SWE","Västra Götaland","minor","23882","1752467593"
"Piteå","Pitea","65.3333","21.5000","Sweden","SE","SWE","Norrbotten","minor","23350","1752869095"
"Sandviken","Sandviken","60.6167","16.7833","Sweden","SE","SWE","Gävleborg","minor","22965","1752810020"
"Kumla","Kumla","59.1167","15.1333","Sweden","SE","SWE","Örebro","minor","21640","1752201206"
"Enköping","Enkoping","59.6356","17.0764","Sweden","SE","SWE","Uppsala","minor","21121","1752230483"
"Karlshamn","Karlshamn","56.1667","14.8500","Sweden","SE","SWE","Blekinge","","19075","1752379401"
"Hässleholm","Hassleholm","56.1667","13.7667","Sweden","SE","SWE","Skåne","minor","18500","1752526882"
"Sjöbo","Sjobo","55.6333","13.7167","Sweden","SE","SWE","Skåne","minor","19497","1752520046"
"Skara","Skara","58.3833","13.4333","Sweden","SE","SWE","Västra Götaland","minor","18580","1752171029"
"Oskarshamn","Oskarshamn","57.2650","16.4500","Sweden","SE","SWE","Kalmar","minor","17258","1752437769"
"Kristinehamn","Kristinehamn","59.3000","14.1167","Sweden","SE","SWE","Värmland","minor","17839","1752708772"
"Eslöv","Eslov","55.8392","13.3039","Sweden","SE","SWE","Skåne","minor","17748","1752202546"
"Norrtälje","Norrtalje","59.7667","18.7000","Sweden","SE","SWE","Stockholm","minor","17275","1752949126"
"Köping","Koping","59.5167","15.9833","Sweden","SE","SWE","Västmanland","minor","17743","1752366756"
"Höganäs","Hoganas","56.2000","12.5667","Sweden","SE","SWE","Skåne","minor","16001","1752137413"
"Lerum","Lerum","57.7667","12.3000","Sweden","SE","SWE","Västra Götaland","minor","16855","1752006435"
"Tullinge","Tullinge","59.2000","17.9000","Sweden","SE","SWE","Stockholm","","16000","1752531824"
"Boden","Boden","65.8256","21.6906","Sweden","SE","SWE","Norrbotten","minor","16847","1752956055"
"Nässjö","Nassjo","57.6500","14.6833","Sweden","SE","SWE","Jönköping","minor","16678","1752891199"
"Klippansbruk","Klippansbruk","56.1167","13.1500","Sweden","SE","SWE","Skåne","","16715","1752885132"
"Mariestad","Mariestad","58.7000","13.8167","Sweden","SE","SWE","Västra Götaland","minor","16611","1752879298"
"Falköping","Falkoping","58.1750","13.5531","Sweden","SE","SWE","Västra Götaland","minor","16350","1752889623"
"Mölnlycke","Molnlycke","57.6667","12.1167","Sweden","SE","SWE","Västra Götaland","minor","15608","1752294225"
"Kinna","Kinna","57.5167","12.6833","Sweden","SE","SWE","Västra Götaland","minor","15452","1752953604"
"Arvika","Arvika","59.6542","12.5914","Sweden","SE","SWE","Värmland","minor","14244","1752743749"
"Strängnäs","Strangnas","59.3667","17.0333","Sweden","SE","SWE","Södermanland","minor","15363","1752111370"
"Bunkeflostrand","Bunkeflostrand","55.5500","12.9167","Sweden","SE","SWE","Skåne","","15212","1752685972"
"Ljungby","Ljungby","56.8333","13.9333","Sweden","SE","SWE","Kronoberg","minor","15205","1752960918"
"Hallstahammar","Hallstahammar","59.6167","16.2500","Sweden","SE","SWE","Västmanland","minor","15200","1752239523"
"Västerhaninge","Vasterhaninge","59.1167","18.0667","Sweden","SE","SWE","Stockholm","minor","15134","1752693403"
"Hudiksvall","Hudiksvall","61.7333","17.1167","Sweden","SE","SWE","Gävleborg","minor","15015","1752219385"
"Staffanstorp","Staffanstorp","55.6333","13.2000","Sweden","SE","SWE","Skåne","minor","14808","1752021671"
"Ludvika","Ludvika","60.1333","15.1833","Sweden","SE","SWE","Dalarna","minor","14498","1752311892"
"Bålsta","Balsta","59.5833","17.5000","Sweden","SE","SWE","Uppsala","minor","13138","1752539011"
"Tranås","Tranas","58.0333","14.9667","Sweden","SE","SWE","Jönköping","minor","14197","1752722213"
"Mjölby","Mjolby","58.3333","15.1167","Sweden","SE","SWE","Östergötland","minor","13959","1752185099"
"Nynäshamn","Nynashamn","58.9000","17.9500","Sweden","SE","SWE","Stockholm","minor","13510","1752209871"
"Nybro","Nybro","56.7333","15.9000","Sweden","SE","SWE","Kalmar","minor","13583","1752956963"
"Arboga","Arboga","59.3939","15.8386","Sweden","SE","SWE","Västmanland","minor","13404","1752494456"
"Bollnäs","Bollnas","61.3481","16.3947","Sweden","SE","SWE","Gävleborg","minor","13398","1752287863"
"Sweden","Sweden","43.1791","-77.9406","United States","US","USA","New York","","13307","1840087957"
"Skoghall","Skoghall","59.3333","13.4333","Sweden","SE","SWE","Värmland","minor","13265","1752185362"
"Vetlanda","Vetlanda","57.4333","15.0667","Sweden","SE","SWE","Jönköping","minor","13050","1752000768"
"Sunne","Sunne","59.8333","13.1333","Sweden","SE","SWE","Värmland","minor","13000","1752127912"
"Mora","Mora","61.0167","14.5333","Sweden","SE","SWE","Dalarna","minor","12854","1752665392"
"Finspång","Finspang","58.7000","15.8000","Sweden","SE","SWE","Östergötland","minor","12440","1752523151"
"Sala","Sala","59.9167","16.6000","Sweden","SE","SWE","Västmanland","minor","12289","1752888405"
"Hagfors","Hagfors","60.0333","13.6500","Sweden","SE","SWE","Värmland","minor","12125","1752937511"
"Söderhamn","Soderhamn","61.3000","17.0833","Sweden","SE","SWE","Gävleborg","minor","11761","1752828589"
"Ronneby","Ronneby","56.2000","15.2833","Sweden","SE","SWE","Blekinge","minor","12029","1752180861"
"Avesta","Avesta","60.1456","16.1683","Sweden","SE","SWE","Dalarna","minor","11949","1752442829"
"Ekerö","Ekero","59.2833","17.8000","Sweden","SE","SWE","Stockholm","minor","11524","1752521808"
"Oxelösund","Oxelosund","58.6667","17.1167","Sweden","SE","SWE","Södermanland","minor","11488","1752816950"
"Ulricehamn","Ulricehamn","57.7833","13.4167","Sweden","SE","SWE","Västra Götaland","minor","11410","1752323454"
"Gustavsberg","Gustavsberg","59.3333","18.3833","Sweden","SE","SWE","Stockholm","minor","11333","1752098351"
"Billdal","Billdal","57.5833","11.9333","Sweden","SE","SWE","Västra Götaland","","10289","1752902367"
"Saltsjöbaden","Saltsjobaden","59.2861","18.2872","Sweden","SE","SWE","Stockholm","","9491","1752396058"
"Lindome","Lindome","57.5667","12.1000","Sweden","SE","SWE","Västra Götaland","","11037","1752017510"
"Säter","Sater","60.3500","15.7500","Sweden","SE","SWE","Dalarna","minor","11161","1752106065"
"Fagersta","Fagersta","60.0042","15.7933","Sweden","SE","SWE","Västmanland","minor","11130","1752230389"
"Höllviken","Hollviken","55.4167","12.9500","Sweden","SE","SWE","Skåne","","10607","1752012234"
"Jordbro","Jordbro","59.1500","18.1333","Sweden","SE","SWE","Stockholm","","10291","1752201774"
"Stenungsund","Stenungsund","58.0833","11.8167","Sweden","SE","SWE","Västra Götaland","minor","9987","1752961653"
"Svedala","Svedala","55.5000","13.2333","Sweden","SE","SWE","Skåne","minor","10627","1752069692"
"Filipstad","Filipstad","59.7167","14.1667","Sweden","SE","SWE","Värmland","minor","10644","1752017138"
"Timrå","Timra","62.4869","17.3258","Sweden","SE","SWE","Västernorrland","minor","10443","1752299610"
"Gagnef","Gagnef","60.6000","15.0833","Sweden","SE","SWE","Dalarna","minor","10328","1752571884"
"Örkelljunga","Orkelljunga","56.2833","13.2833","Sweden","SE","SWE","Skåne","minor","10300","1752548206"
"Gislaved","Gislaved","57.3000","13.5333","Sweden","SE","SWE","Jönköping","minor","10231","1752639615"
"Arlöv","Arlov","55.6333","13.0833","Sweden","SE","SWE","Skåne","minor","10284","1752897909"
"Älmhult","Almhult","56.5500","14.1333","Sweden","SE","SWE","Kronoberg","minor","8955","1752497359"
"Åstorp","Astorp","56.1347","12.9472","Sweden","SE","SWE","Skåne","minor","9488","1752829425"
"Bjärred","Bjarred","55.7167","13.0167","Sweden","SE","SWE","Skåne","","9542","1752885490"
"Eksjö","Eksjo","57.6669","14.9703","Sweden","SE","SWE","Jönköping","minor","9701","1752063761"
"Lindesberg","Lindesberg","59.5833","15.2500","Sweden","SE","SWE","Örebro","minor","9672","1752750854"
"Kungsängen","Kungsangen","59.4833","17.7500","Sweden","SE","SWE","Stockholm","minor","9382","1752617626"
"Säffle","Saffle","59.1333","12.9333","Sweden","SE","SWE","Värmland","minor","8991","1752987175"
"Åmål","Amal","59.0500","12.7000","Sweden","SE","SWE","Västra Götaland","minor","9065","1752187898"
"Habo","Habo","57.9167","14.0667","Sweden","SE","SWE","Jönköping","minor","8753","1752321919"
"Tibro","Tibro","58.4167","14.1667","Sweden","SE","SWE","Västra Götaland","minor","8614","1752652082"
"Sollefteå","Solleftea","63.1667","17.2667","Sweden","SE","SWE","Västernorrland","minor","8643","1752942134"
"Lycksele","Lycksele","64.6000","18.6667","Sweden","SE","SWE","Västerbotten","minor","8513","1752497836"
"Nödinge-Nol","Nodinge-Nol","57.9000","12.0667","Sweden","SE","SWE","Västra Götaland","","9822","1752000147"
"Sävja","Savja","59.8167","17.7000","Sweden","SE","SWE","Uppsala","","9684","1752516953"
"Åhus","Ahus","55.9167","14.2833","Sweden","SE","SWE","Skåne","","9423","1752365263"
